Device name,Serial number,Platform,App name,Version
autoapps-prd-vm2,C02YD0DJT90K,Mac,Keychain Access,11.0
delete-user-test,VMP4FUPM48DN,Mac,Keychain Access,11.0
Captain America,C02YD0DJCI95,Mac,Keychain Access,11.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Keychain Access,11.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Keychain Access,11.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Keychain Access,10.5
general-testing-vm,VMPODNSEMFFX,Mac,Keychain Access,11.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Keychain Access,11.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Keychain Access,11.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Keychain Access,10.5
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Keychain Access,11.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Keychain Access,11.0
macos-server,VMQQPELMCD7N,Mac,Keychain Access,11.0
testuser-intunetest,C02YD0DJT80K,Mac,Keychain Access,11.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Keychain Access,11.0
Peter’s Mac,VMBTWSFTQANN,Mac,Launchpad,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Launchpad,1.0
delete-user-test,VMP4FUPM48DN,Mac,Launchpad,1.0
Captain America,C02YD0DJCI95,Mac,Launchpad,1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Launchpad,1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Launchpad,1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Launchpad,1.0
general-testing-vm,VMPODNSEMFFX,Mac,Launchpad,1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Launchpad,1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Launchpad,1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Launchpad,1.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Launchpad,1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Launchpad,1.0
macos-server,VMQQPELMCD7N,Mac,Launchpad,1.0
testuser-intunetest,C02YD0DJT80K,Mac,Launchpad,1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Launchpad,1.0
Peter’s Mac,VMBTWSFTQANN,Mac,Mail,14.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Mail,14.0
delete-user-test,VMP4FUPM48DN,Mac,Mail,14.0
Captain America,C02YD0DJCI95,Mac,Mail,14.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Mail,14.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Mail,14.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Mail,13.4
general-testing-vm,VMPODNSEMFFX,Mac,Mail,14.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Mail,14.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Mail,14.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Mail,13.4
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Mail,14.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Mail,15.0
macos-server,VMQQPELMCD7N,Mac,Mail,14.0
testuser-intunetest,C02YD0DJT80K,Mac,Mail,14.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Mail,14.0
Peter’s Mac,VMBTWSFTQANN,Mac,Maps,3.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Maps,3.0
delete-user-test,VMP4FUPM48DN,Mac,Maps,3.0
Captain America,C02YD0DJCI95,Mac,Maps,3.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Maps,3.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Maps,3.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Maps,2.1
general-testing-vm,VMPODNSEMFFX,Mac,Maps,3.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Maps,3.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Maps,3.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Maps,2.1
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Maps,3.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Maps,3.0
macos-server,VMQQPELMCD7N,Mac,Maps,3.0
testuser-intunetest,C02YD0DJT80K,Mac,Maps,3.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Maps,3.0
Peter’s Mac,VMBTWSFTQANN,Mac,Messages,14.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Messages,14.0
delete-user-test,VMP4FUPM48DN,Mac,Messages,14.0
Captain America,C02YD0DJCI95,Mac,Messages,14.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Messages,14.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Messages,14.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Messages,13.0
general-testing-vm,VMPODNSEMFFX,Mac,Messages,14.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Messages,14.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Messages,14.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Messages,13.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Messages,14.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Messages,14.0
macos-server,VMQQPELMCD7N,Mac,Messages,14.0
testuser-intunetest,C02YD0DJT80K,Mac,Messages,14.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Messages,14.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Microsoft Edge,93.0.961.44
autoapps-vm4,VM9E9AKNGF8N,Mac,Microsoft Edge,94.0.992.38
delete-user-test,VMP4FUPM48DN,Mac,Microsoft Teams,1.00.422265
autoapps-vm6,VMQVFDRPUDXR,Mac,Microsoft Teams,1.00.422265
autoapps-vm4,VM9E9AKNGF8N,Mac,Microsoft Teams,1.00.422265
Peter’s Mac,VMBTWSFTQANN,Mac,Migration Assistant,11.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,Migration Assistant,11.4
delete-user-test,VMP4FUPM48DN,Mac,Migration Assistant,11.5
Captain America,C02YD0DJCI95,Mac,Migration Assistant,11.2
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Migration Assistant,11.5
autoapps-webex-test,VMWE0U7FBY5R,Mac,Migration Assistant,11.5
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Migration Assistant,10.15
general-testing-vm,VMPODNSEMFFX,Mac,Migration Assistant,11.4
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Migration Assistant,11.6
autoapps-vm6,VMQVFDRPUDXR,Mac,Migration Assistant,11.5
autoapps-vm4,VM9E9AKNGF8N,Mac,Migration Assistant,10.15
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Migration Assistant,11.5
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Migration Assistant,12.0
macos-server,VMQQPELMCD7N,Mac,Migration Assistant,11.5
testuser-intunetest,C02YD0DJT80K,Mac,Migration Assistant,11.4
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Migration Assistant,11.5
Peter’s Mac,VMBTWSFTQANN,Mac,Mission Control,1.2
autoapps-prd-vm2,C02YD0DJT90K,Mac,Mission Control,1.2
delete-user-test,VMP4FUPM48DN,Mac,Mission Control,1.2
Captain America,C02YD0DJCI95,Mac,Mission Control,1.2
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Mission Control,1.2
autoapps-webex-test,VMWE0U7FBY5R,Mac,Mission Control,1.2
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Mission Control,1.2
general-testing-vm,VMPODNSEMFFX,Mac,Mission Control,1.2
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Mission Control,1.2
autoapps-vm6,VMQVFDRPUDXR,Mac,Mission Control,1.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Mission Control,1.2
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Mission Control,1.2
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Mission Control,1.2
macos-server,VMQQPELMCD7N,Mac,Mission Control,1.2
testuser-intunetest,C02YD0DJT80K,Mac,Mission Control,1.2
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Mission Control,1.2
Peter’s Mac,VMBTWSFTQANN,Mac,Music,1.1.4
autoapps-prd-vm2,C02YD0DJT90K,Mac,Music,1.1.5
delete-user-test,VMP4FUPM48DN,Mac,Music,1.1.6
Captain America,C02YD0DJCI95,Mac,Music,1.1.3
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Music,1.1.6
autoapps-webex-test,VMWE0U7FBY5R,Mac,Music,1.1.6
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Music,1.0.6
general-testing-vm,VMPODNSEMFFX,Mac,Music,1.1.5
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Music,1.1.6
autoapps-vm6,VMQVFDRPUDXR,Mac,Music,1.1.6
autoapps-vm4,VM9E9AKNGF8N,Mac,Music,1.0.6
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Music,1.1.6
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Music,1.2
macos-server,VMQQPELMCD7N,Mac,Music,1.1.6
testuser-intunetest,C02YD0DJT80K,Mac,Music,1.1.5
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Music,1.1.6
Peter’s Mac,VMBTWSFTQANN,Mac,News,6.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,News,6.4
delete-user-test,VMP4FUPM48DN,Mac,News,6.4.1
Captain America,C02YD0DJCI95,Mac,News,6.2.1
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,News,6.4.1
autoapps-webex-test,VMWE0U7FBY5R,Mac,News,6.4.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,News,5.5
general-testing-vm,VMPODNSEMFFX,Mac,News,6.4
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,News,6.4.1
autoapps-vm6,VMQVFDRPUDXR,Mac,News,6.4.1
autoapps-vm4,VM9E9AKNGF8N,Mac,News,5.5
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,News,6.4.1
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,News,7.1
macos-server,VMQQPELMCD7N,Mac,News,6.4.1
testuser-intunetest,C02YD0DJT80K,Mac,News,6.4
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,News,6.4.1
Peter’s Mac,VMBTWSFTQANN,Mac,Notes,4.8.1
autoapps-prd-vm2,C02YD0DJT90K,Mac,Notes,4.8.1
delete-user-test,VMP4FUPM48DN,Mac,Notes,4.8.1
Captain America,C02YD0DJCI95,Mac,Notes,4.8
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Notes,4.8.1
autoapps-webex-test,VMWE0U7FBY5R,Mac,Notes,4.8.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Notes,4.7
general-testing-vm,VMPODNSEMFFX,Mac,Notes,4.8.1
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Notes,4.8.1
autoapps-vm6,VMQVFDRPUDXR,Mac,Notes,4.8.1
autoapps-vm4,VM9E9AKNGF8N,Mac,Notes,4.7
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Notes,4.8.1
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Notes,4.9
macos-server,VMQQPELMCD7N,Mac,Notes,4.8.1
testuser-intunetest,C02YD0DJT80K,Mac,Notes,4.8.1
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Notes,4.8.1
autoapps-vm6,VMQVFDRPUDXR,Mac,OneDrive,21.170.0822
autoapps-prd-vm2,C02YD0DJT90K,Mac,PPPC Utility,1.3.0
delete-user-test,VMP4FUPM48DN,Mac,PPPC Utility,1.3.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Paw,3.2.4
autoapps-vm4,VM9E9AKNGF8N,Mac,Paw,3.2.4
Peter’s Mac,VMBTWSFTQANN,Mac,Photo Booth,11.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Photo Booth,11.0
delete-user-test,VMP4FUPM48DN,Mac,Photo Booth,11.0
Captain America,C02YD0DJCI95,Mac,Photo Booth,11.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Photo Booth,11.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Photo Booth,11.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Photo Booth,11.0
general-testing-vm,VMPODNSEMFFX,Mac,Photo Booth,11.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Photo Booth,11.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Photo Booth,11.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Photo Booth,11.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Photo Booth,11.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Photo Booth,12.0
macos-server,VMQQPELMCD7N,Mac,Photo Booth,11.0
testuser-intunetest,C02YD0DJT80K,Mac,Photo Booth,11.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Photo Booth,11.0
Peter’s Mac,VMBTWSFTQANN,Mac,Photos,6.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Photos,6.0
delete-user-test,VMP4FUPM48DN,Mac,Photos,6.0
Captain America,C02YD0DJCI95,Mac,Photos,6.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Photos,6.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Photos,6.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Photos,5.0
general-testing-vm,VMPODNSEMFFX,Mac,Photos,6.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Photos,6.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Photos,6.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Photos,5.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Photos,6.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Photos,7.0
macos-server,VMQQPELMCD7N,Mac,Photos,6.0
testuser-intunetest,C02YD0DJT80K,Mac,Photos,6.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Photos,6.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Plantronics Hub,3.22.53279.33311
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Plantronics Hub,3.22.53279.33311
autoapps-vm6,VMQVFDRPUDXR,Mac,Plantronics Hub,3.23.53335.34198
autoapps-vm4,VM9E9AKNGF8N,Mac,Plantronics Hub,3.23.53335.34198
Peter’s Mac,VMBTWSFTQANN,Mac,Podcasts,1.1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Podcasts,1.1.0
delete-user-test,VMP4FUPM48DN,Mac,Podcasts,1.1.0
Captain America,C02YD0DJCI95,Mac,Podcasts,1.1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Podcasts,1.1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Podcasts,1.1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Podcasts,1.0.0
general-testing-vm,VMPODNSEMFFX,Mac,Podcasts,1.1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Podcasts,1.1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Podcasts,1.1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Podcasts,1.0.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Podcasts,1.1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Podcasts,1.1.0
macos-server,VMQQPELMCD7N,Mac,Podcasts,1.1.0
testuser-intunetest,C02YD0DJT80K,Mac,Podcasts,1.1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Podcasts,1.1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Postman,8.10.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Postman,8.11.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Postman,8.10.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Postman,8.12.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Postman,8.12.2
Peter’s Mac,VMBTWSFTQANN,Mac,Preview,11.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Preview,11.0
delete-user-test,VMP4FUPM48DN,Mac,Preview,11.0
Captain America,C02YD0DJCI95,Mac,Preview,11.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Preview,11.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Preview,11.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Preview,11.0
general-testing-vm,VMPODNSEMFFX,Mac,Preview,11.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Preview,11.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Preview,11.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Preview,11.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Preview,11.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Preview,11.0
macos-server,VMQQPELMCD7N,Mac,Preview,11.0
testuser-intunetest,C02YD0DJT80K,Mac,Preview,11.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Preview,11.0
Peter’s Mac,VMBTWSFTQANN,Mac,QuickTime Player,10.5
autoapps-prd-vm2,C02YD0DJT90K,Mac,QuickTime Player,10.5
delete-user-test,VMP4FUPM48DN,Mac,QuickTime Player,10.5
Captain America,C02YD0DJCI95,Mac,QuickTime Player,10.5
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,QuickTime Player,10.5
autoapps-webex-test,VMWE0U7FBY5R,Mac,QuickTime Player,10.5
autoapps-prd’-vm3,C02YD0DKK02K,Mac,QuickTime Player,10.5
general-testing-vm,VMPODNSEMFFX,Mac,QuickTime Player,10.5
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,QuickTime Player,10.5
autoapps-vm6,VMQVFDRPUDXR,Mac,QuickTime Player,10.5
autoapps-vm4,VM9E9AKNGF8N,Mac,QuickTime Player,10.5
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,QuickTime Player,10.5
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,QuickTime Player,10.5
macos-server,VMQQPELMCD7N,Mac,QuickTime Player,10.5
testuser-intunetest,C02YD0DJT80K,Mac,QuickTime Player,10.5
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,QuickTime Player,10.5
delete-user-test,VMP4FUPM48DN,Mac,RH QuickSupport,15.9.4
Peter’s Mac,VMBTWSFTQANN,Mac,Reminders,7.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Reminders,7.0
delete-user-test,VMP4FUPM48DN,Mac,Reminders,7.0
Captain America,C02YD0DJCI95,Mac,Reminders,7.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Reminders,7.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Reminders,7.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Reminders,7.0
general-testing-vm,VMPODNSEMFFX,Mac,Reminders,7.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Reminders,7.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Reminders,7.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Reminders,7.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Reminders,7.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Reminders,7.0
macos-server,VMQQPELMCD7N,Mac,Reminders,7.0
testuser-intunetest,C02YD0DJT80K,Mac,Reminders,7.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Reminders,7.0
autoapps-vm6,VMQVFDRPUDXR,Mac,RingCentral,21.3.22.1859
autoapps-vm4,VM9E9AKNGF8N,Mac,RingCentral,21.3.22.1859
Peter’s Mac,VMBTWSFTQANN,Mac,Safari,14.1
autoapps-prd-vm2,C02YD0DJT90K,Mac,Safari,14.1.1
delete-user-test,VMP4FUPM48DN,Mac,Safari,14.1.2
Captain America,C02YD0DJCI95,Mac,Safari,14.0.3
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Safari,14.1.2
autoapps-webex-test,VMWE0U7FBY5R,Mac,Safari,14.1.2
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Safari,13.1.3
general-testing-vm,VMPODNSEMFFX,Mac,Safari,14.1.1
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Safari,14.1.2
autoapps-vm6,VMQVFDRPUDXR,Mac,Safari,14.1.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Safari,13.1.3
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Safari,14.1.2
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Safari,15.1
macos-server,VMQQPELMCD7N,Mac,Safari,14.1.2
testuser-intunetest,C02YD0DJT80K,Mac,Safari,14.1.1
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Safari,14.1.2
Peter’s Mac,VMBTWSFTQANN,Mac,Screenshot,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Screenshot,1.0
delete-user-test,VMP4FUPM48DN,Mac,Screenshot,1.0
Captain America,C02YD0DJCI95,Mac,Screenshot,1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Screenshot,1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Screenshot,1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Screenshot,1.0
general-testing-vm,VMPODNSEMFFX,Mac,Screenshot,1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Screenshot,1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Screenshot,1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Screenshot,1.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Screenshot,1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Screenshot,1.0
macos-server,VMQQPELMCD7N,Mac,Screenshot,1.0
testuser-intunetest,C02YD0DJT80K,Mac,Screenshot,1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Screenshot,1.0
Peter’s Mac,VMBTWSFTQANN,Mac,Script Editor,2.11
autoapps-prd-vm2,C02YD0DJT90K,Mac,Script Editor,2.11
delete-user-test,VMP4FUPM48DN,Mac,Script Editor,2.11
Captain America,C02YD0DJCI95,Mac,Script Editor,2.11
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Script Editor,2.11
autoapps-webex-test,VMWE0U7FBY5R,Mac,Script Editor,2.11
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Script Editor,2.11
general-testing-vm,VMPODNSEMFFX,Mac,Script Editor,2.11
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Script Editor,2.11
autoapps-vm6,VMQVFDRPUDXR,Mac,Script Editor,2.11
autoapps-vm4,VM9E9AKNGF8N,Mac,Script Editor,2.11
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Script Editor,2.11
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Script Editor,2.11
macos-server,VMQQPELMCD7N,Mac,Script Editor,2.11
testuser-intunetest,C02YD0DJT80K,Mac,Script Editor,2.11
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Script Editor,2.11
macos-server,VMQQPELMCD7N,Mac,Server,5.11.1
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Shortcuts,5.0
Peter’s Mac,VMBTWSFTQANN,Mac,Siri,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Siri,1.0
delete-user-test,VMP4FUPM48DN,Mac,Siri,1.0
Captain America,C02YD0DJCI95,Mac,Siri,1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Siri,1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Siri,1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Siri,1.0
general-testing-vm,VMPODNSEMFFX,Mac,Siri,1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Siri,1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Siri,1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Siri,1.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Siri,1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Siri,1.0
macos-server,VMQQPELMCD7N,Mac,Siri,1.0
testuser-intunetest,C02YD0DJT80K,Mac,Siri,1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Siri,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Sketch,74.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Sketch,74.1
autoapps-vm6,VMQVFDRPUDXR,Mac,Sketch,76.1
delete-user-test,VMP4FUPM48DN,Mac,Sourcetree,4.1.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,Spotify,1.1.64.561.g71bd09eb
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Spotify,1.1.64.561.g71bd09eb
autoapps-vm6,VMQVFDRPUDXR,Mac,Spotify,1.1.66.580.gbd43cbc9
autoapps-vm4,VM9E9AKNGF8N,Mac,Spotify,1.1.66.580.gbd43cbc9
Peter’s Mac,VMBTWSFTQANN,Mac,Stickies,10.2
autoapps-prd-vm2,C02YD0DJT90K,Mac,Stickies,10.2
delete-user-test,VMP4FUPM48DN,Mac,Stickies,10.2
Captain America,C02YD0DJCI95,Mac,Stickies,10.2
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Stickies,10.2
autoapps-webex-test,VMWE0U7FBY5R,Mac,Stickies,10.2
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Stickies,10.2
general-testing-vm,VMPODNSEMFFX,Mac,Stickies,10.2
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Stickies,10.2
autoapps-vm6,VMQVFDRPUDXR,Mac,Stickies,10.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Stickies,10.2
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Stickies,10.2
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Stickies,10.2
macos-server,VMQQPELMCD7N,Mac,Stickies,10.2
testuser-intunetest,C02YD0DJT80K,Mac,Stickies,10.2
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Stickies,10.2
Peter’s Mac,VMBTWSFTQANN,Mac,Stocks,3.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,Stocks,3.4
delete-user-test,VMP4FUPM48DN,Mac,Stocks,3.4.1
Captain America,C02YD0DJCI95,Mac,Stocks,3.2.1
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Stocks,3.4.1
autoapps-webex-test,VMWE0U7FBY5R,Mac,Stocks,3.4.1
